school_name,division,city_state,type,conference,athletics_domain,status
Whittier College,NCAA D3,"Whittier,California",Private,Southern California Intercollegiate Athletic Conference,wcpoets.com,FOUND
Whitworth University,NCAA D3,"Spokane,Washington",Private,Northwest Conference,whitworthpirates.com,FOUND
Widener University,NCAA D3,"Chester,Pennsylvania",Private,Middle Atlantic Conferences,widenerpride.com,FOUND
Wilkes University,NCAA D3,"Wilkes Barre,Pennsylvania",Private,Landmark Conference,gowilkesu.com,FOUND
Willamette University,NCAA D3,"Salem,Oregon",Private,Northwest Conference,willamette.edu,FOUND
William Paterson University of New Jersey,NCAA D3,"Wayne,New Jersey",Public,New Jersey Athletic Conference,wpupioneers.com,FOUND
William Peace University,NCAA D3,"Raleigh,North Carolina",Private,USA South Athletic Conference,gopeacepacers.com,FOUND
Williams College,NCAA D3,"Williamstown,Massachusetts",Private,New England Small College Athletic Conference,ephsports.williams.edu,FOUND
Wilmington College,NCAA D3,"Wilmington,Ohio",Private,Ohio Athletic Conference,wilmingtonquakers.com,FOUND
Wilson College,NCAA D3,"Chambersburg,Pennsylvania",Private,United East Conference,wilsonphoenix.com,FOUND
Wisconsin Lutheran College,NCAA D3,"Milwaukee,Wisconsin",Private,Northern Athletics Collegiate Conference,wlcsports.com,FOUND
Wittenberg University,NCAA D3,"Springfield,Ohio",Private,Midwest Collegiate Volleyball League,wittenbergtigers.com,FOUND
Worcester Polytechnic Institute,NCAA D3,"Worcester,Massachusetts",Private,New England Women's & Men's Athletic Conference,athletics.wpi.edu,FOUND
Worcester State University,NCAA D3,"Worcester,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,wsulancers.com,FOUND
Yeshiva University,NCAA D3,"New York,New York",Private,Skyline Conference,yumacs.com,FOUND
York College of Pennsylvania,NCAA D3,"York,Pennsylvania",Private,Middle Atlantic Conferences,ycpspartans.com,FOUND
